lp,src,mt,ref,score,raw_score,annotators
kk-en,"Бағдарламалау мектептері құрылды, робототехника және киберспорт бойынша спартакиадалар, олимпиадалар өткізіледі.","Programming schools have been established, sports games and robotics for robotics and cyber sports are held.","Programming schools were formed, sports festivals, Olympiads are held related to robotics and e-sports.",-0.0346430320311712,50.0,1
kk-en,"Мүшайра ""Астана - жастар жүрегінде"", ""Астана - жиырмадағы жас қала"" және ""Еркін тақырыпта"" өтеді.","Mushaira will host ""Astana - in the heart of youth"", ""Astana - the youngest city in twenty"" and ""Free theme"".","Mushaira will be held on ""Astana is in youth's hearts"", ""Astana is a 20-year-old young city"" and ""Free topic"".",1.01970757000302,86.0,1
kk-en,Мұнан соң олар рестобарға келген.,Then they came to restoration.,"Hereupon, they came to restaubar.",-1.49901886818977,0.0,1
kk-en,400 экспонат жиналыпты осы кезге дейін онда.,400 exhibits have been collected so far.,"Until this point, 400 exhibits have been collected there.",-0.362681353855756,53.0,2
kk-en,Осыны ешқашан да ұмытта Қазағым!,Never mind your pride!,"Never forget this, Kazakhs!",-0.520827293037046,48.5,2
kk-en,"Елорда әкімдігінен мәлім еткендей, спектакль алдында қазақстандық солистер, маэстро Алан Бөрібаев пен генуялық театр дирекциясы журналистерге баспасөз мәслихатын өткізеді.","According to the Mayor's Office, Kazakh soloists, maestro Alan Buribayev and Genoa Theater Directorate hold a press conference before the performance.","As announced from the capital akimat, leading singers, maestro Alan Boribayev and Genoa theatre directorate will conduct press session for journalists before the performance.",0.164471776748541,68.0,1
kk-en,"Оян, Қазағым, сенің ендігі ұйқыңды тарих ешқашан да кешпейді.","Awakening, pride, your sleep will never come to an end.","Wake up, Kazakhs, history will never forgive your next quiescency.",0.199615318788827,69.0,1
kk-en,Сіздердің шағымдарыңызды қабылдамаймын.,I do not accept your complaints.,I will not accept your appeal.,-1.0457320008297,21.0,2
kk-en,"Атаулы жалақы 2017 жылдың тиісті тоқсанымен салыстырғанда 9,3%-ға, ал нақты жалақы - 3,1%-ға өсті.","The nominal wage increased by 9.3% in comparison with the corresponding quarter of 2017, and real wages - by 3.1%.","Nominal salary increased by 9.3%, and actual salary by 3,1% in comparison with the relevant quarter of 2017.",0.987498128823839,100.0,1
kk-en,Өткен жылдың желтоқсанында Қазалы аудандық орталық ауруханасы пайдалануға берілді.,In December of last year Kazalinsk central district hospital was put into operation.,"Last December, Kazaly central district hospital was put into operation.",0.987498128823839,100.0,1
kk-en,"Барнаул тұрғыны Семей сынақ полигоны болған жерден еріген топырақты сатылымға қойды, құнын бір миллион рубль деп көрсеткен (шамамен 5,5 миллион теңге).","The inhabitant of Barnaul sold the melted soils from the site of the Semipalatinsk test site, costing one million rubles (about 5.5 million tenge).","A Barnaul citizen has put thawed soil for sale where Semey testing ground took place and priced it for one million roubles (approx. 5,5 million tenge).",0.772882941902059,92.0,2
kk-en,"Оның сөзіне қарағанда, осы орайда заңнамалық деңгейде тарихи-мәдени мұра нысандарын анықтау және есепке алу, сондай-ақ олардың жағдайын мониторингтеу тәртібін бекіту, тарихи-мәдени мұра нысандарын түпкілікті тарихи келбетте сақтау мен пайдаланудың сапалы жаңа тетіктерін енгізу ескерілген.","According to him, at the legislative level it is necessary to adopt the procedure for identifying and registering the objects of historical and cultural heritage, as well as the monitoring of their condition, introduction of qualitative new mechanisms of historical and cultural heritage preservation and use.","According to him, in this regard finding and registering historical-cultural legacy objects, also setting an order of monitoring their state, preserving historical-cultural legacy objects in final historical form and introduction of quality new mechanisms of usage on legislation level is considered.",0.907017433728172,97.0,1
